0,	[2376.99, 556.924],	6,	4,	-1,	-1
0,	[1530.97, 562.926],	6,	7,	-1,	-1
0,	[2326.98, 561.033],	1,	6,	-1,	-1
0,	[2280, 564.912],	0,	1,	-1,	-1
0,	[1571.01, 567.003],	7,	2,	-1,	-1
0,	[2230.95, 567.918],	5,	0,	-1,	-1
0,	[2725.96, 566.963],	2,	5,	-1,	-1
0,	[2184.15, 571.097],	5,	5,	-1,	-1
0,	[1650.95, 573.964],	2,	6,	-1,	-1
0,	[2137, 573.898],	1,	5,	-1,	-1
0,	[1691.1, 576.062],	6,	3,	-1,	-1
0,	[2091.99, 575.079],	2,	1,	-1,	-1
0,	[1307.17, 576.379],	-1,	2,	-1,	-1
0,	[2670.97, 576.012],	1,	2,	-1,	-1
0,	[1734.04, 578.938],	3,	2,	-1,	-1
0,	[1776.93, 579.96],	2,	6,	-1,	-1
0,	[1952.93, 580.076],	4,	0,	-1,	-1
0,	[1998.97, 579.046],	0,	1,	-1,	-1
0,	[1819.93, 580.937],	6,	6,	-1,	-1
0,	[1863.94, 581.007],	6,	6,	-1,	-1
0,	[1907.98, 580.997],	6,	4,	-1,	-1
0,	[2621.05, 583.016],	2,	1,	-1,	-1
0,	[1338.09, 585.798],	2,	6,	-1,	-1
0,	[2569.99, 590.089],	7,	2,	-1,	-1
0,	[2880.02, 591.069],	2,	-1,	-1,	-1
0,	[1372.92, 593.766],	7,	6,	-1,	-1
0,	[2519, 596.965],	2,	7,	-1,	-1
0,	[2824.08, 604.804],	4,	2,	-1,	-1
0,	[2420.96, 607.042],	7,	1,	-1,	-1
0,	[2370.01, 611.959],	2,	7,	-1,	-1
0,	[2321.01, 616.011],	2,	2,	-1,	-1
0,	[1523.03, 618.004],	3,	1,	-1,	-1
0,	[2769.87, 615.813],	4,	4,	-1,	-1
0,	[2272.97, 619.081],	6,	2,	-1,	-1
0,	[1561.93, 621.989],	1,	1,	-1,	-1
0,	[2225.05, 622.945],	2,	4,	-1,	-1
0,	[2178.02, 625.929],	7,	2,	-1,	-1
0,	[2717.96, 624.896],	2,	4,	-1,	-1
0,	[1642.93, 628.057],	1,	3,	-1,	-1
0,	[2130.96, 627.952],	3,	7,	-1,	-1
0,	[2084.06, 630.01],	3,	3,	-1,	-1
0,	[1684.96, 630.938],	3,	6,	-1,	-1
0,	[1726.95, 632.078],	4,	0,	-1,	-1
0,	[2037.03, 632.031],	0,	3,	-1,	-1
0,	[1769.94, 634.002],	0,	1,	-1,	-1
0,	[1945.94, 634.954],	0,	7,	-1,	-1
0,	[1992, 633.934],	7,	0,	-1,	-1
0,	[2663.04, 633.005],	1,	2,	-1,	-1
0,	[1811.99, 634.969],	1,	6,	-1,	-1
0,	[1857.07, 635.01],	6,	5,	-1,	-1
0,	[1900.94, 635.036],	5,	0,	-1,	-1
0,	[2614.03, 639.938],	4,	1,	-1,	-1
0,	[1327.44, 642.814],	0,	5,	-1,	-1
0,	[2562.95, 646.894],	4,	4,	-1,	-1
0,	[2871.95, 650.212],	6,	-1,	-1,	-1
0,	[2511.96, 652.102],	5,	4,	-1,	-1
0,	[1400.07, 656.992],	2,	1,	-1,	-1
0,	[2463.97, 657.065],	3,	5,	-1,	-1
0,	[1436, 662.958],	1,	6,	-1,	-1
0,	[2413, 662.063],	6,	3,	-1,	-1
0,	[2817.02, 662.072],	3,	6,	-1,	-1
0,	[2362.95, 666.961],	1,	6,	-1,	-1
0,	[1475.08, 668.018],	4,	6,	-1,	-1
0,	[2316.95, 670.949],	7,	1,	-1,	-1
0,	[1514.05, 672.045],	6,	6,	-1,	-1
0,	[2763.96, 672.023],	3,	3,	-1,	-1
0,	[2266.98, 673.995],	4,	7,	-1,	-1
0,	[1554.97, 676.03],	6,	5,	-1,	-1
0,	[2218.94, 676.909],	5,	4,	-1,	-1
0,	[1594.83, 678.919],	5,	5,	-1,	-1
0,	[2172, 679.915],	1,	5,	-1,	-1
0,	[2125.94, 681.948],	4,	1,	-1,	-1
0,	[2710.98, 680.928],	6,	3,	-1,	-1
0,	[2078.08, 683.986],	7,	6,	-1,	-1
0,	[1720.03, 686.056],	2,	7,	-1,	-1
0,	[2031.08, 686.015],	6,	7,	-1,	-1
0,	[1283.92, 689.061],	6,	0,	-1,	-1
0,	[1763.05, 687.939],	7,	2,	-1,	-1
0,	[1806.96, 688.065],	2,	3,	-1,	-1
0,	[1895.05, 688.947],	7,	2,	-1,	-1
0,	[1939.97, 688.03],	2,	7,	-1,	-1
0,	[1985.96, 687.032],	7,	6,	-1,	-1
0,	[1850.98, 689.023],	3,	7,	-1,	-1
0,	[2658.03, 687.97],	5,	6,	-1,	-1
0,	[2607.99, 695.05],	5,	5,	-1,	-1
0,	[1317.96, 697.944],	0,	0,	-1,	-1
0,	[2558.08, 701.018],	7,	5,	-1,	-1
0,	[1354.94, 704.074],	0,	2,	-1,	-1
0,	[2506.96, 706.982],	7,	7,	-1,	-1
0,	[2864.96, 708.035],	2,	2,	-1,	-1
0,	[2456.96, 712.06],	6,	7,	-1,	-1
0,	[1429.06, 716.93],	3,	6,	-1,	-1
0,	[2406.01, 716.065],	1,	6,	-1,	-1
0,	[2359.99, 720.082],	3,	1,	-1,	-1
0,	[2808.96, 718.951],	5,	2,	-1,	-1
0,	[1468.8, 721.074],	6,	5,	-1,	-1
0,	[1207.94, 725.044],	2,	2,	-1,	-1
0,	[2309.95, 724.084],	0,	3,	-1,	-1
0,	[1506.98, 725.049],	5,	0,	-1,	-1
0,	[2260.97, 727.083],	1,	0,	-1,	-1
0,	[2756.99, 727.98],	5,	5,	-1,	-1
0,	[1548, 729.034],	0,	1,	-1,	-1
0,	[2214.97, 730.044],	6,	1,	-1,	-1
0,	[1588.05, 732.046],	1,	5,	-1,	-1
0,	[2166.97, 732.983],	6,	6,	-1,	-1
0,	[1239.98, 735.934],	2,	3,	-1,	-1
0,	[1629, 735.089],	5,	6,	-1,	-1
0,	[2119.06, 735.086],	2,	6,	-1,	-1
0,	[2705.99, 735.94],	2,	5,	-1,	-1
0,	[1671.98, 737.927],	6,	0,	-1,	-1
0,	[2072.97, 737.07],	3,	2,	-1,	-1
0,	[1713.96, 739.03],	0,	7,	-1,	-1
0,	[1757.08, 740.927],	7,	7,	-1,	-1
0,	[1801.01, 741.006],	7,	6,	-1,	-1
0,	[1979.98, 740.901],	6,	6,	-1,	-1
0,	[2026, 739.054],	6,	3,	-1,	-1
0,	[1845.97, 741.96],	6,	1,	-1,	-1
0,	[1934.94, 741.034],	1,	6,	-1,	-1
0,	[2968, 740.078],	0,	-1,	-1,	-1
0,	[1275.05, 743.997],	3,	0,	-1,	-1
0,	[1310, 751.079],	0,	3,	-1,	-1
0,	[2603.95, 749.014],	3,	1,	-1,	-1
0,	[2912.06, 753.014],	7,	0,	-1,	-1
0,	[2551.95, 755.938],	6,	3,	-1,	-1
0,	[1347.07, 758.004],	3,	0,	-1,	-1
0,	[2500, 761.058],	1,	6,	-1,	-1
0,	[1383.99, 763.995],	0,	2,	-1,	-1
0,	[2452.09, 765.961],	2,	1,	-1,	-1
0,	[2856.98, 764.478],	1,	6,	-1,	-1
0,	[1422.96, 769.065],	2,	7,	-1,	-1
0,	[2402.05, 770.028],	2,	2,	-1,	-1
0,	[1053.94, 780.994],	-1,	1,	-1,	-1
0,	[1462.04, 774.019],	7,	7,	-1,	-1
0,	[2353.05, 774.03],	4,	2,	-1,	-1
0,	[2805.03, 773.987],	6,	1,	-1,	-1
0,	[1501.98, 778.035],	7,	6,	-1,	-1
0,	[2304, 777.084],	5,	4,	-1,	-1
0,	[1198.97, 780.034],	3,	3,	-1,	-1
0,	[2257.95, 780.078],	4,	5,	-1,	-1
0,	[1541.91, 781.997],	6,	7,	-1,	-1
0,	[2209.03, 783.047],	6,	6,	-1,	-1
0,	[2752, 782.972],	6,	6,	-1,	-1
0,	[3018, 782.925],	2,	-1,	-1,	-1
0,	[1583.02, 785.051],	7,	2,	-1,	-1
0,	[2161.07, 785.954],	0,	6,	-1,	-1
0,	[1232.92, 789.04],	3,	3,	-1,	-1
0,	[1624.07, 787.091],	2,	6,	-1,	-1
0,	[2114.05, 787.974],	0,	0,	-1,	-1
0,	[1666.03, 789.928],	6,	7,	-1,	-1
0,	[2067.95, 790.033],	2,	0,	-1,	-1
0,	[1709.08, 791.916],	7,	6,	-1,	-1
0,	[1752.05, 792.959],	4,	0,	-1,	-1
0,	[2021.94, 791.96],	3,	2,	-1,	-1
0,	[2698.98, 790.911],	1,	6,	-1,	-1
0,	[1796.04, 793.079],	0,	5,	-1,	-1
0,	[1839.04, 793.978],	5,	6,	-1,	-1
0,	[1884.99, 794],	6,	6,	-1,	-1
0,	[1929.94, 793.956],	6,	7,	-1,	-1
0,	[1975.06, 793.019],	7,	3,	-1,	-1
0,	[1267.96, 797.039],	3,	0,	-1,	-1
0,	[2649.07, 797.071],	7,	1,	-1,	-1
0,	[2960.11, 796.222],	1,	2,	-1,	-1
0,	[1302.99, 804.015],	0,	3,	-1,	-1
0,	[2597.03, 803.102],	0,	6,	-1,	-1
0,	[1340.93, 810.945],	3,	3,	-1,	-1
0,	[2546.01, 809.073],	1,	0,	-1,	-1
0,	[2907.04, 808.925],	2,	1,	-1,	-1
0,	[1127.02, 812.018],	1,	2,	-1,	-1
0,	[2497.07, 814.013],	6,	1,	-1,	-1
0,	[1378.95, 816.067],	3,	3,	-1,	-1
0,	[2447.02, 818.996],	0,	6,	-1,	-1
0,	[2853, 818.979],	3,	2,	-1,	-1
0,	[1158.93, 823.021],	2,	1,	-1,	-1
0,	[1418.05, 821.059],	3,	6,	-1,	-1
0,	[2398.07, 823.04],	7,	0,	-1,	-1
0,	[1456.06, 826.053],	5,	1,	-1,	-1
0,	[3069.18, 823.402],	4,	-1,	-1,	-1
0,	[2349.03, 826.95],	2,	7,	-1,	-1
0,	[1495.96, 830.031],	1,	6,	-1,	-1
0,	[2299.96, 830.02],	5,	2,	-1,	-1
0,	[2799.01, 828.097],	4,	3,	-1,	-1
0,	[1536.1, 833.981],	6,	2,	-1,	-1
0,	[2253.97, 833.003],	3,	5,	-1,	-1
0,	[1578.08, 836.995],	2,	5,	-1,	-1
0,	[2205.02, 835.979],	7,	3,	-1,	-1
0,	[2157.06, 838.081],	6,	7,	-1,	-1
0,	[2747.02, 836.921],	4,	4,	-1,	-1
0,	[1618.93, 839.05],	5,	0,	-1,	-1
0,	[2110.95, 840.073],	7,	6,	-1,	-1
0,	[3013.24, 838.051],	6,	4,	-1,	-1
0,	[1225.94, 841.079],	2,	7,	-1,	-1
0,	[1661.06, 841.089],	0,	7,	-1,	-1
0,	[1704.96, 843.016],	7,	7,	-1,	-1
0,	[1748.98, 844.963],	7,	5,	-1,	-1
0,	[2016.99, 844.053],	6,	6,	-1,	-1
0,	[2063, 842.933],	4,	7,	-1,	-1
0,	[2695.97, 843.993],	3,	6,	-1,	-1
0,	[1790.96, 845.067],	5,	7,	-1,	-1
0,	[1835.98, 845.988],	7,	0,	-1,	-1
0,	[1880.02, 845.982],	0,	2,	-1,	-1
0,	[1925.07, 845.926],	2,	6,	-1,	-1
0,	[1970.99, 845.015],	6,	6,	-1,	-1
0,	[1261.94, 849.054],	7,	0,	-1,	-1
0,	[2644, 850.922],	2,	3,	-1,	-1
0,	[1089.07, 853.022],	6,	2,	-1,	-1
0,	[2954.97, 851.553],	1,	6,	-1,	-1
0,	[1297.07, 856.003],	0,	7,	-1,	-1
0,	[2591.96, 856.924],	1,	2,	-1,	-1
0,	[1335.06, 862.079],	7,	3,	-1,	-1
0,	[2543.05, 862.004],	2,	1,	-1,	-1
0,	[1118.91, 865.021],	2,	3,	-1,	-1
0,	[2903.98, 862.995],	3,	1,	-1,	-1
0,	[1005.08, 881.001],	-1,	2,	-1,	-1
0,	[1374.06, 867.99],	3,	1,	-1,	-1
0,	[2492.03, 866.996],	0,	2,	-1,	-1
0,	[1411, 873.003],	1,	0,	-1,	-1
0,	[2443.03, 871.073],	7,	0,	-1,	-1
0,	[2848, 873.076],	4,	3,	-1,	-1
0,	[1151.05, 875.995],	3,	0,	-1,	-1
0,	[2393.06, 875.897],	0,	7,	-1,	-1
0,	[1028.06, 875.005],	-1,	2,	-1,	-1
0,	[1450.97, 877.049],	0,	6,	-1,	-1
0,	[2345.03, 879.044],	0,	0,	-1,	-1
0,	[1492, 881.074],	6,	1,	-1,	-1
0,	[2296.97, 882.072],	2,	0,	-1,	-1
0,	[2795.95, 881.946],	0,	4,	-1,	-1
0,	[1184.05, 884.988],	0,	6,	-1,	-1
0,	[1052.04, 891.968],	2,	3,	-1,	-1
0,	[2247.05, 885.055],	5,	2,	-1,	-1
0,	[1573.95, 887.986],	2,	6,	-1,	-1
0,	[2201, 888.008],	5,	5,	-1,	-1
0,	[1615, 890.922],	6,	2,	-1,	-1
0,	[2153.96, 890.006],	4,	5,	-1,	-1
0,	[2743.01, 890.006],	0,	0,	-1,	-1
0,	[1219.99, 893.077],	7,	3,	-1,	-1
0,	[1657.95, 892.973],	2,	6,	-1,	-1
0,	[2106.95, 892.052],	7,	6,	-1,	-1
0,	[1700.03, 894.071],	6,	6,	-1,	-1
0,	[2058.05, 894.06],	5,	7,	-1,	-1
0,	[3006.02, 893.931],	0,	4,	-1,	-1
0,	[1744.1, 895.951],	6,	5,	-1,	-1
0,	[1967.07, 896.927],	1,	5,	-1,	-1
0,	[2013.06, 895.946],	5,	5,	-1,	-1
0,	[1787.07, 896.917],	5,	1,	-1,	-1
0,	[1831.03, 897.045],	1,	4,	-1,	-1
0,	[1877.03, 896.998],	6,	1,	-1,	-1
0,	[1921.94, 897.023],	1,	1,	-1,	-1
0,	[2691.03, 897.025],	4,	0,	-1,	-1
0,	[1255.98, 900.953],	3,	0,	-1,	-1
0,	[1080.98, 906.011],	3,	6,	-1,	-1
0,	[2640.04, 903.023],	3,	6,	-1,	-1
0,	[1292.02, 907.077],	0,	3,	-1,	-1
0,	[2950.97, 905.932],	5,	0,	-1,	-1
0,	[2588.02, 909.933],	1,	3,	-1,	-1
0,	[1330.05, 913.929],	3,	7,	-1,	-1
0,	[2540.06, 914.925],	7,	1,	-1,	-1
0,	[1111.98, 917.09],	6,	3,	-1,	-1
0,	[1369.04, 919.022],	7,	0,	-1,	-1
0,	[2897.01, 916.915],	1,	5,	-1,	-1
0,	[3114.16, 918.09],	6,	-1,	-1,	-1
0,	[2488.95, 919.124],	4,	7,	-1,	-1
0,	[1406.99, 923.944],	0,	3,	-1,	-1
0,	[2440.01, 923.068],	7,	6,	-1,	-1
0,	[1144.94, 927.969],	3,	6,	-1,	-1
0,	[1447.91, 928.04],	3,	0,	-1,	-1
0,	[2389.03, 927.949],	5,	7,	-1,	-1
0,	[2845.02, 926.031],	2,	1,	-1,	-1
0,	[1487.04, 932.037],	0,	6,	-1,	-1
0,	[2343.03, 930.987],	7,	5,	-1,	-1
0,	[2292.03, 934.073],	5,	6,	-1,	-1
0,	[1179.03, 936.078],	6,	3,	-1,	-1
0,	[1528.08, 935.99],	6,	1,	-1,	-1
0,	[2791.02, 935.011],	2,	2,	-1,	-1
0,	[2245.97, 936.968],	6,	5,	-1,	-1
0,	[2197.02, 939.037],	0,	6,	-1,	-1
0,	[1611.05, 941.05],	1,	2,	-1,	-1
0,	[2148.96, 941.989],	1,	0,	-1,	-1
0,	[1214.06, 944.077],	3,	2,	-1,	-1
0,	[1653.99, 943.076],	2,	7,	-1,	-1
0,	[2103.02, 944.015],	6,	1,	-1,	-1
0,	[2739.02, 942.094],	2,	2,	-1,	-1
0,	[1698, 945.011],	7,	1,	-1,	-1
0,	[2056.07, 945.92],	3,	6,	-1,	-1
0,	[1784.02, 947.059],	1,	6,	-1,	-1
0,	[1828.93, 947.944],	6,	6,	-1,	-1
0,	[1872.98, 948.014],	6,	3,	-1,	-1
0,	[1918.07, 947.987],	3,	2,	-1,	-1
0,	[1963.06, 947.944],	2,	7,	-1,	-1
0,	[2009.97, 947.02],	7,	3,	-1,	-1
0,	[3002.03, 947.097],	5,	2,	-1,	-1
0,	[1250.96, 951.933],	2,	0,	-1,	-1
0,	[2687.97, 949.058],	2,	2,	-1,	-1
0,	[964.913, 964.99],	-1,	2,	-1,	-1
0,	[1287.04, 958.034],	0,	2,	-1,	-1
0,	[2947.99, 958.98],	1,	5,	-1,	-1
0,	[2585.99, 961.012],	5,	1,	-1,	-1
0,	[984.989, 963.016],	2,	2,	-1,	-1
0,	[1325.93, 963.991],	2,	3,	-1,	-1
0,	[2536.01, 966.039],	0,	5,	-1,	-1
0,	[1105.98, 969],	-1,	7,	-1,	-1
0,	[1364.07, 969.036],	3,	7,	-1,	-1
0,	[2894.01, 969.126],	0,	1,	-1,	-1
0,	[2485.96, 970.977],	4,	0,	-1,	-1
0,	[1403.07, 974.022],	6,	3,	-1,	-1
0,	[3111, 972.09],	6,	5,	-1,	-1
0,	[2436.01, 975.075],	4,	4,	-1,	-1
0,	[1009.08, 981.98],	2,	6,	-1,	-1
0,	[1139.93, 978.082],	-1,	-1,	-1,	-1
0,	[1443.97, 978.947],	3,	6,	-1,	-1
0,	[2386.01, 979.018],	5,	4,	-1,	-1
0,	[2840.97, 978.944],	0,	0,	-1,	-1
0,	[1483.04, 982.935],	6,	3,	-1,	-1
0,	[2339.98, 982.012],	7,	5,	-1,	-1
0,	[1174.01, 987],	6,	2,	-1,	-1
0,	[1524.97, 986.014],	3,	0,	-1,	-1
0,	[2289.07, 985.075],	4,	7,	-1,	-1
0,	[1565.07, 988.962],	0,	7,	-1,	-1
0,	[2241.97, 988],	6,	4,	-1,	-1
0,	[2787.98, 987.002],	2,	0,	-1,	-1
0,	[3054.01, 987.084],	4,	6,	-1,	-1
0,	[2194.07, 990.94],	3,	6,	-1,	-1
0,	[1608.93, 991.047],	7,	6,	-1,	-1
0,	[1209.97, 994.935],	2,	6,	-1,	-1
0,	[1650.92, 993.921],	6,	6,	-1,	-1
0,	[2145.99, 992.98],	4,	3,	-1,	-1
0,	[1693.94, 995.003],	6,	2,	-1,	-1
0,	[1738, 996.94],	2,	5,	-1,	-1
0,	[2052.04, 996.075],	0,	6,	-1,	-1
0,	[2099.98, 994.956],	7,	6,	-1,	-1
0,	[2736.02, 994.896],	2,	2,	-1,	-1
0,	[1037.99, 996.063],	6,	6,	-1,	-1
0,	[1780.04, 997.091],	5,	0,	-1,	-1
0,	[1825.99, 998.021],	0,	1,	-1,	-1
0,	[1869, 998.046],	1,	4,	-1,	-1
0,	[1914.98, 998.054],	6,	7,	-1,	-1
0,	[1962, 998.006],	7,	1,	-1,	-1
0,	[2005.01, 997.083],	1,	0,	-1,	-1
0,	[1246.09, 1001.94],	6,	0,	-1,	-1
0,	[2684.02, 1001.05],	0,	2,	-1,	-1
0,	[2997.35, 1000.63],	5,	4,	-1,	-1
0,	[1069.11, 1008.08],	6,	1,	-1,	-1
0,	[1283.91, 1008],	0,	4,	-1,	-1
0,	[2633.05, 1007.07],	0,	0,	-1,	-1
0,	[977.008, 1016.97],	2,	3,	-1,	-1
0,	[2946, 1011.06],	7,	5,	-1,	-1
0,	[3162.14, 1010.68],	4,	-1,	-1,	-1
0,	[1321.92, 1013.98],	6,	2,	-1,	-1
0,	[2581.98, 1013],	1,	0,	-1,	-1
0,	[952.984, 1019],	-1,	2,	-1,	-1
0,	[2532.04, 1017.96],	5,	1,	-1,	-1
0,	[1360.93, 1018.97],	2,	6,	-1,	-1
0,	[2482.06, 1022.06],	1,	5,	-1,	-1
0,	[2890.96, 1021.93],	6,	6,	-1,	-1
0,	[1399.98, 1024],	6,	7,	-1,	-1
0,	[1134.99, 1028.06],	2,	3,	-1,	-1
0,	[1440.01, 1028.08],	7,	6,	-1,	-1
0,	[2434.05, 1026.08],	7,	1,	-1,	-1
0,	[3104.99, 1026.11],	1,	4,	-1,	-1
0,	[929.072, 1049],	-1,	2,	-1,	-1
0,	[2383.98, 1030.02],	2,	7,	-1,	-1
0,	[1003.08, 1033.97],	3,	3,	-1,	-1
0,	[1480.93, 1032.06],	6,	5,	-1,	-1
0,	[2837.97, 1030.92],	7,	6,	-1,	-1
0,	[2335.02, 1033.09],	6,	2,	-1,	-1
0,	[1170.06, 1036.98],	3,	6,	-1,	-1
0,	[1520.92, 1035.92],	5,	6,	-1,	-1
0,	[2287.01, 1036.04],	6,	6,	-1,	-1
0,	[1563.97, 1038.96],	6,	2,	-1,	-1
0,	[2238.96, 1039.03],	0,	6,	-1,	-1
0,	[2785.02, 1038.93],	6,	7,	-1,	-1
0,	[2191.96, 1041.04],	3,	0,	-1,	-1
0,	[3052, 1040.08],	3,	1,	-1,	-1
0,	[1206.04, 1044.07],	6,	5,	-1,	-1
0,	[1648.08, 1043],	2,	1,	-1,	-1
0,	[2143.98, 1043.08],	3,	3,	-1,	-1
0,	[1689.96, 1045.01],	1,	7,	-1,	-1
0,	[1734.99, 1046.04],	7,	6,	-1,	-1
0,	[2096.07, 1045.08],	6,	3,	-1,	-1
0,	[2733.01, 1045.92],	6,	6,	-1,	-1
0,	[1032.88, 1047.02],	3,	6,	-1,	-1
0,	[1778.05, 1047.01],	6,	6,	-1,	-1
0,	[1822.95, 1047.97],	4,	4,	-1,	-1
0,	[1867.02, 1048.03],	4,	2,	-1,	-1
0,	[1912.07, 1048.06],	2,	0,	-1,	-1
0,	[1957.95, 1048.02],	0,	6,	-1,	-1
0,	[2004.08, 1047.92],	6,	1,	-1,	-1
0,	[2048.93, 1046.97],	1,	6,	-1,	-1
0,	[1242.09, 1051.02],	5,	0,	-1,	-1
0,	[2682.02, 1052.02],	7,	6,	-1,	-1
0,	[2995.96, 1052.9],	2,	3,	-1,	-1
0,	[1280.94, 1057.08],	0,	5,	-1,	-1
0,	[2630.94, 1058.06],	6,	7,	-1,	-1
0,	[1063.92, 1058.08],	6,	6,	-1,	-1
0,	[1317.99, 1063.03],	5,	6,	-1,	-1
0,	[2579.98, 1063.97],	7,	6,	-1,	-1
0,	[2941.04, 1063.95],	2,	2,	-1,	-1
0,	[3160.95, 1063.95],	6,	-1,	-1,	-1
0,	[970.915, 1068],	2,	2,	-1,	-1
0,	[1096.93, 1068.09],	6,	2,	-1,	-1
0,	[1357, 1068.07],	6,	3,	-1,	-1
0,	[2528.04, 1069],	5,	7,	-1,	-1
0,	[1396.99, 1073.04],	3,	3,	-1,	-1
0,	[2480.05, 1073.05],	4,	5,	-1,	-1
0,	[2887.98, 1073.11],	6,	2,	-1,	-1
0,	[1130.96, 1077.95],	2,	6,	-1,	-1
0,	[1438.04, 1077.94],	3,	1,	-1,	-1
0,	[2430.95, 1077.08],	6,	4,	-1,	-1
0,	[3103.01, 1079.04],	2,	6,	-1,	-1
0,	[997.106, 1083.97],	2,	6,	-1,	-1
0,	[2380.93, 1080.93],	5,	6,	-1,	-1
0,	[2835.02, 1081.99],	7,	6,	-1,	-1
0,	[1518.93, 1084.99],	1,	6,	-1,	-1
0,	[2334.04, 1083.99],	7,	5,	-1,	-1
0,	[1166.93, 1085.97],	2,	2,	-1,	-1
0,	[1560.9, 1087.99],	6,	0,	-1,	-1
0,	[2284.06, 1086.98],	7,	7,	-1,	-1
0,	[1602.99, 1090.03],	0,	1,	-1,	-1
0,	[2236.94, 1089.05],	2,	7,	-1,	-1
0,	[2782.06, 1089.95],	2,	7,	-1,	-1
0,	[1644.02, 1092.02],	1,	2,	-1,	-1
0,	[2188.98, 1091.93],	7,	2,	-1,	-1
0,	[1688.92, 1094],	2,	0,	-1,	-1
0,	[2140.01, 1093.96],	5,	7,	-1,	-1
0,	[3046.02, 1092.9],	5,	2,	-1,	-1
0,	[1028, 1096.96],	6,	0,	-1,	-1
0,	[1731.94, 1095.93],	0,	6,	-1,	-1
